po_id,supplier_id,order_date,promised_delivery_date,actual_delivery_date,status,product_category,quantity,unit_cost,total_po_value,buyer_region,payment_terms_days,supplier_name,tier,supplier_region,promised_lead_time,actual_lead_time,days_delayed,is_delayed,is_on_time,delay_cost,order_month
PO-2024-000825,SUP-021,2024-07-11,2024-07-23,2024-07-27,Delivered,Logistics Services,172,453.35,77976.2,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,12,16.0,4.0,True,False,623.81,2024-07
PO-2024-000826,SUP-007,2024-01-05,2024-01-13,2024-01-20,Delivered,Packaging,327,283.92,92841.84,North America,45,Ramirez-Lewis,Tier 2,APAC,8,15.0,7.0,True,False,1299.79,2024-01
PO-2023-000827,SUP-010,2023-03-28,2023-04-05,2023-04-10,Delivered,Packaging,450,340.55,153247.5,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,8,13.0,5.0,True,False,1532.48,2023-03
PO-2024-000828,SUP-010,2024-04-01,2024-04-15,2024-04-15,Delivered,MRO,367,215.67,79150.89,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,14,14.0,0.0,False,True,0.0,2024-04
PO-2023-000829,SUP-017,2023-07-14,2023-08-02,2023-08-02,Delivered,Packaging,314,81.44,25572.16,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,19,19.0,0.0,False,True,0.0,2023-07
PO-2024-000830,SUP-004,2024-02-26,2024-02-29,2024-02-29,Delivered,Logistics Services,361,162.0,58482.0,North America,60,"Johnson, Gonzalez and Santos",Tier 1,North America,3,3.0,0.0,False,True,0.0,2024-02
PO-2024-000831,SUP-007,2024-08-05,2024-08-16,2024-08-16,Delivered,Electronics,406,303.38,123172.28,APAC,45,Ramirez-Lewis,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-08
PO-2024-000832,SUP-009,2024-09-12,2024-09-28,2024-09-28,Delivered,Logistics Services,354,376.83,133397.82,EMEA,45,Munoz-Roman,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-09
PO-2023-000833,SUP-019,2023-12-23,2024-01-06,2024-01-14,Delivered,Electronics,456,157.94,72020.64,EMEA,45,Clark PLC,Tier 3,EMEA,14,22.0,8.0,True,False,1152.33,2023-12
PO-2024-000834,SUP-017,2024-11-01,2024-11-13,2024-11-13,Delivered,Logistics Services,291,453.25,131895.75,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-11
PO-2023-000835,SUP-005,2023-07-03,2023-07-07,2023-07-07,Delivered,MRO,357,194.4,69400.8,APAC,60,Cole LLC,Tier 1,APAC,4,4.0,0.0,False,True,0.0,2023-07
PO-2024-000836,SUP-008,2024-05-15,2024-05-28,2024-05-28,Delivered,Electronics,196,317.82,62292.72,North America,60,Davis Inc,Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2024-05
PO-2023-000837,SUP-019,2023-07-21,2023-08-02,2023-08-02,Delivered,Electronics,152,91.97,13979.44,EMEA,45,Clark PLC,Tier 3,EMEA,12,12.0,0.0,False,True,0.0,2023-07
PO-2023-000838,SUP-024,2023-03-09,2023-03-24,2023-04-01,Delivered,Logistics Services,302,285.84,86323.68,APAC,30,Campos Inc,Tier 3,EMEA,15,23.0,8.0,True,False,1381.18,2023-03
PO-2024-000839,SUP-013,2024-08-14,2024-09-02,,Cancelled,Electronics,476,411.25,195755.0,APAC,30,Delacruz Group,Tier 2,APAC,19,,,False,False,0.0,2024-08
PO-2024-000840,SUP-024,2024-11-09,2024-12-06,2024-12-06,Delivered,Logistics Services,498,316.45,157592.1,North America,30,Campos Inc,Tier 3,EMEA,27,27.0,0.0,False,True,0.0,2024-11
PO-2023-000841,SUP-010,2023-01-04,2023-01-15,2023-01-15,Delivered,MRO,383,261.72,100238.76,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2023-01
PO-2024-000842,SUP-018,2024-01-05,2024-02-04,2024-02-04,Delivered,Raw Materials,201,451.28,90707.28,North America,45,Underwood LLC,Tier 3,North America,30,30.0,0.0,False,True,0.0,2024-01
PO-2024-000843,SUP-022,2024-06-08,2024-06-19,2024-06-26,Delivered,Packaging,290,41.44,12017.6,EMEA,30,Burgess-Patterson,Tier 3,APAC,11,18.0,7.0,True,False,168.25,2024-06
PO-2024-000844,SUP-006,2024-05-17,2024-05-27,2024-05-27,Delivered,Electronics,267,18.33,4894.11,EMEA,30,Blake and Sons,Tier 2,APAC,10,10.0,0.0,False,True,0.0,2024-05
PO-2024-000845,SUP-012,2024-07-18,2024-08-07,2024-08-07,Delivered,MRO,175,301.85,52823.75,APAC,30,Stanley LLC,Tier 2,EMEA,20,20.0,0.0,False,True,0.0,2024-07
PO-2023-000846,SUP-010,2023-01-01,2023-01-09,2023-01-17,Delivered,Raw Materials,91,314.83,28649.53,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,8,16.0,8.0,True,False,458.39,2023-01
PO-2024-000847,SUP-005,2024-10-10,2024-10-17,2024-10-17,Delivered,Logistics Services,233,481.17,112112.61,North America,60,Cole LLC,Tier 1,APAC,7,7.0,0.0,False,True,0.0,2024-10
PO-2023-000848,SUP-013,2023-08-17,2023-08-29,2023-08-29,Delivered,MRO,172,187.73,32289.56,North America,30,Delacruz Group,Tier 2,APAC,12,12.0,0.0,False,True,0.0,2023-08
PO-2023-000849,SUP-020,2023-09-25,2023-10-02,2023-10-02,Delivered,Logistics Services,160,253.10500000000002,40496.8,EMEA,60,Lewis-Porter,Tier 3,North America,7,7.0,0.0,False,True,0.0,2023-09
PO-2023-000850,SUP-015,2023-02-13,2023-02-26,2023-02-26,Delivered,MRO,265,216.37,57338.05,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2023-02
PO-2024-000851,SUP-019,2024-03-04,2024-03-21,2024-03-21,Delivered,Electronics,158,117.73,18601.34,North America,45,Clark PLC,Tier 3,EMEA,17,17.0,0.0,False,True,0.0,2024-03
PO-2024-000852,SUP-002,2024-06-15,2024-06-20,2024-06-20,Delivered,Raw Materials,406,318.13,129160.78,North America,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2024-06
PO-2023-000853,SUP-020,2023-05-07,2023-06-02,2023-06-02,Delivered,Logistics Services,272,385.67,104902.24,APAC,60,Lewis-Porter,Tier 3,North America,26,26.0,0.0,False,True,0.0,2023-05
PO-2023-000854,SUP-001,2023-12-02,2023-12-11,2023-12-23,Delivered,Logistics Services,176,131.78,23193.28,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,9,21.0,12.0,True,False,556.64,2023-12
PO-2023-000855,SUP-007,2023-09-09,2023-09-24,2023-09-24,Delivered,Packaging,31,77.93,2415.83,APAC,45,Ramirez-Lewis,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-09
PO-2023-000856,SUP-002,2023-02-13,2023-02-18,2023-02-18,Delivered,Logistics Services,270,346.56,93571.2,EMEA,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2023-02
PO-2023-000857,SUP-021,2023-01-05,2023-02-04,2023-02-18,Delivered,Packaging,498,161.98,80666.04,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,30,44.0,14.0,True,False,2258.65,2023-01
PO-2023-000858,SUP-014,2023-11-12,2023-11-24,2023-11-24,Delivered,Electronics,22,340.0,7480.0,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-11
PO-2024-000859,SUP-024,2024-05-12,2024-05-31,2024-05-31,Delivered,Logistics Services,131,51.97,6808.07,North America,30,Campos Inc,Tier 3,EMEA,19,19.0,0.0,False,True,0.0,2024-05
PO-2023-000860,SUP-002,2023-09-02,2023-09-11,2023-09-11,Delivered,Packaging,384,368.68,141573.12,APAC,60,Rhodes PLC,Tier 1,EMEA,9,9.0,0.0,False,True,0.0,2023-09
PO-2023-000861,SUP-007,2023-04-10,2023-04-16,2023-04-16,Delivered,Packaging,374,86.9,32500.6,North America,45,Ramirez-Lewis,Tier 2,APAC,6,6.0,0.0,False,True,0.0,2023-04
PO-2023-000862,SUP-017,2023-10-25,2023-11-11,2023-11-11,Delivered,Logistics Services,401,102.42,41070.42,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-10
PO-2023-000863,SUP-014,2023-07-02,2023-07-21,2023-07-21,Delivered,MRO,277,7.84,2171.68,APAC,60,"Flowers, Martin and Kelly",Tier 2,EMEA,19,19.0,0.0,False,True,0.0,2023-07
PO-2023-000864,SUP-008,2023-08-16,2023-08-28,2023-08-28,Delivered,Electronics,193,38.31,7393.83,EMEA,60,Davis Inc,Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-08
PO-2023-000865,SUP-019,2023-08-16,2023-09-01,2023-09-01,Delivered,Raw Materials,243,279.16,67835.88,North America,45,Clark PLC,Tier 3,EMEA,16,16.0,0.0,False,True,0.0,2023-08
PO-2024-000866,SUP-022,2024-03-06,2024-03-27,2024-03-27,Delivered,Packaging,74,190.28,14080.72,EMEA,30,Burgess-Patterson,Tier 3,APAC,21,21.0,0.0,False,True,0.0,2024-03
PO-2024-000867,SUP-001,2024-09-04,2024-09-11,2024-09-20,Delivered,Electronics,449,313.56,140788.44,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,7,16.0,9.0,True,False,2534.19,2024-09
PO-2024-000868,SUP-009,2024-11-16,2024-12-02,2024-12-02,Delivered,Logistics Services,304,359.22,109202.88,North America,45,Munoz-Roman,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-11
PO-2023-000869,SUP-020,2023-11-06,2023-11-23,2023-11-23,Delivered,Logistics Services,107,57.01,6100.07,APAC,60,Lewis-Porter,Tier 3,North America,17,17.0,0.0,False,True,0.0,2023-11
PO-2024-000870,SUP-003,2024-07-01,2024-07-09,2024-07-09,Delivered,MRO,494,190.06,93889.64,EMEA,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2024-07
PO-2024-000871,SUP-001,2024-03-14,2024-03-23,2024-03-23,Delivered,Logistics Services,60,353.28,21196.8,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,9,9.0,0.0,False,True,0.0,2024-03
PO-2024-000872,SUP-016,2024-11-22,2024-12-05,2024-12-05,Delivered,Logistics Services,486,269.73,131088.78,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-11
PO-2024-000873,SUP-019,2024-04-13,2024-05-01,2024-05-01,Delivered,Packaging,273,357.31,97545.63,APAC,45,Clark PLC,Tier 3,EMEA,18,18.0,0.0,False,True,0.0,2024-04
PO-2024-000874,SUP-017,2024-01-18,2024-01-31,2024-02-14,Delivered,Logistics Services,166,316.31,52507.46,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,13,27.0,14.0,True,False,1470.21,2024-01
PO-2024-000875,SUP-009,2024-02-19,2024-03-05,2024-03-05,Delivered,Packaging,459,379.64,174254.76,EMEA,45,Munoz-Roman,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-02
PO-2024-000876,SUP-019,2024-06-01,2024-06-26,2024-07-07,Delivered,MRO,75,466.58,34993.5,North America,45,Clark PLC,Tier 3,EMEA,25,36.0,11.0,True,False,769.86,2024-06
PO-2024-000877,SUP-003,2024-02-06,2024-02-14,2024-02-14,Delivered,MRO,73,76.5,5584.5,EMEA,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2024-02
PO-2023-000878,SUP-015,2023-01-24,2023-02-10,2023-02-10,Delivered,Raw Materials,48,331.55,15914.4,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-01
PO-2024-000879,SUP-012,2024-07-14,2024-07-24,2024-07-31,Delivered,MRO,93,196.48,18272.64,EMEA,30,Stanley LLC,Tier 2,EMEA,10,17.0,7.0,True,False,255.82,2024-07
PO-2024-000880,SUP-022,2024-03-08,2024-03-22,2024-03-22,Delivered,Packaging,22,232.0,5104.0,APAC,30,Burgess-Patterson,Tier 3,APAC,14,14.0,0.0,False,True,0.0,2024-03
PO-2023-000881,SUP-003,2023-01-26,2023-02-01,2023-02-01,Delivered,Logistics Services,276,484.18,133633.68,EMEA,30,Johnson-Davis,Tier 1,North America,6,6.0,0.0,False,True,0.0,2023-01
PO-2023-000882,SUP-010,2023-10-26,2023-11-15,2023-11-15,Delivered,Logistics Services,150,197.58,29637.0,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-10
PO-2023-000883,SUP-013,2023-01-22,2023-02-06,2023-02-06,Delivered,MRO,74,439.57,32528.18,APAC,30,Delacruz Group,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-01
PO-2023-000884,SUP-010,2023-01-13,2023-02-04,2023-02-09,Delivered,Packaging,49,83.04,4068.96,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,22,27.0,5.0,True,False,40.69,2023-01
PO-2023-000885,SUP-015,2023-12-09,2023-12-22,2023-12-23,Delivered,Logistics Services,145,329.67,47802.15,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,14.0,1.0,True,False,95.6,2023-12
PO-2024-000886,SUP-024,2024-07-30,2024-08-15,2024-08-27,Delivered,Logistics Services,393,457.35,179738.55,North America,30,Campos Inc,Tier 3,EMEA,16,28.0,12.0,True,False,4313.73,2024-07
PO-2024-000887,SUP-008,2024-09-03,2024-09-23,2024-10-01,Delivered,Electronics,40,478.82,19152.8,North America,60,Davis Inc,Tier 2,EMEA,20,28.0,8.0,True,False,306.44,2024-09
PO-2023-000888,SUP-019,2023-09-07,2023-09-28,2023-10-06,Delivered,Electronics,68,395.88,26919.84,EMEA,45,Clark PLC,Tier 3,EMEA,21,29.0,8.0,True,False,430.72,2023-09
PO-2023-000889,SUP-014,2023-12-16,2023-12-30,,Cancelled,MRO,119,111.96,13323.24,APAC,60,"Flowers, Martin and Kelly",Tier 2,EMEA,14,,,False,False,0.0,2023-12
PO-2023-000890,SUP-019,2023-09-30,2023-10-13,2023-10-13,Delivered,Electronics,468,131.11,61359.48,EMEA,45,Clark PLC,Tier 3,EMEA,13,13.0,0.0,False,True,0.0,2023-09
PO-2024-000891,SUP-004,2024-01-15,2024-01-22,2024-01-22,Delivered,Packaging,453,109.68,49685.04,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,7.0,0.0,False,True,0.0,2024-01
PO-2023-000892,SUP-013,2023-04-23,2023-05-08,2023-05-08,Delivered,MRO,301,439.43,132268.43,North America,30,Delacruz Group,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-04
PO-2024-000893,SUP-002,2024-01-06,2024-01-13,2024-01-13,Delivered,Packaging,106,97.43,10327.58,North America,60,Rhodes PLC,Tier 1,EMEA,7,7.0,0.0,False,True,0.0,2024-01
PO-2024-000894,SUP-024,2024-11-30,2024-12-13,2024-12-13,Delivered,Logistics Services,465,253.10500000000002,117693.83,APAC,30,Campos Inc,Tier 3,EMEA,13,13.0,0.0,False,True,0.0,2024-11
PO-2023-000895,SUP-016,2023-11-30,2023-12-20,2023-12-20,Delivered,Packaging,185,410.38,75920.3,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-11
PO-2024-000896,SUP-024,2024-05-31,2024-06-16,2024-06-16,Delivered,Logistics Services,330,247.13,81552.9,North America,30,Campos Inc,Tier 3,EMEA,16,16.0,0.0,False,True,0.0,2024-05
PO-2023-000897,SUP-021,2023-03-14,2023-03-23,2023-03-23,Delivered,Packaging,305,404.47,123363.35,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,9,9.0,0.0,False,True,0.0,2023-03
PO-2024-000898,SUP-012,2024-02-05,2024-02-14,2024-02-14,Delivered,Electronics,182,110.33,20080.06,North America,30,Stanley LLC,Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2024-02
PO-2023-000899,SUP-001,2023-08-26,2023-09-04,2023-09-04,Delivered,Logistics Services,96,196.72,18885.12,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,9,9.0,0.0,False,True,0.0,2023-08
PO-2023-000900,SUP-008,2023-09-06,2023-09-18,2023-09-18,Delivered,Electronics,218,277.31,60453.58,North America,60,Davis Inc,Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-09
PO-2023-000901,SUP-005,2023-10-05,2023-10-11,2023-10-15,Delivered,Logistics Services,101,499.99,50498.99,APAC,60,Cole LLC,Tier 1,APAC,6,10.0,4.0,True,False,403.99,2023-10
PO-2024-000902,SUP-016,2024-09-21,2024-09-30,2024-09-30,Delivered,Logistics Services,275,16.9,4647.5,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,9,9.0,0.0,False,True,0.0,2024-09
PO-2023-000903,SUP-016,2023-09-14,2023-09-26,2023-09-26,Delivered,Packaging,227,424.9,96452.3,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2023-09
PO-2024-000904,SUP-010,2024-05-05,2024-05-16,2024-05-16,Delivered,MRO,277,258.68,71654.36,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-05
PO-2023-000905,SUP-019,2023-01-14,2023-02-14,2023-02-14,Delivered,Electronics,468,98.72,46200.96,APAC,45,Clark PLC,Tier 3,EMEA,31,31.0,0.0,False,True,0.0,2023-01
PO-2024-000906,SUP-022,2024-05-15,2024-06-09,2024-06-15,Delivered,Raw Materials,115,27.54,3167.1,EMEA,30,Burgess-Patterson,Tier 3,APAC,25,31.0,6.0,True,False,38.01,2024-05
PO-2023-000907,SUP-015,2023-08-24,2023-09-07,2023-09-07,Delivered,Packaging,413,194.86,80477.18,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-08
PO-2023-000908,SUP-006,2023-08-02,2023-08-13,2023-08-23,Delivered,Packaging,13,442.68,5754.84,EMEA,30,Blake and Sons,Tier 2,APAC,11,21.0,10.0,True,False,115.1,2023-08
PO-2024-000909,SUP-017,2024-03-20,2024-04-06,2024-04-06,Delivered,Electronics,344,427.85,147180.4,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-03
PO-2023-000910,SUP-004,2023-03-26,2023-03-30,2023-03-30,Delivered,Electronics,469,318.77,149503.13,North America,60,"Johnson, Gonzalez and Santos",Tier 1,North America,4,4.0,0.0,False,True,0.0,2023-03
PO-2023-000911,SUP-015,2023-04-02,2023-04-17,2023-05-01,Delivered,Raw Materials,463,451.85,209206.55,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,15,29.0,14.0,True,False,5857.78,2023-04
PO-2023-000912,SUP-004,2023-09-14,2023-09-21,2023-09-21,Delivered,Packaging,210,191.81,40280.1,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-09
PO-2023-000913,SUP-016,2023-08-15,2023-09-12,2023-09-12,Delivered,Logistics Services,225,406.54,91471.5,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,28,28.0,0.0,False,True,0.0,2023-08
PO-2024-000914,SUP-018,2024-05-07,2024-05-24,2024-05-24,Delivered,MRO,60,258.75,15525.0,North America,45,Underwood LLC,Tier 3,North America,17,17.0,0.0,False,True,0.0,2024-05
PO-2024-000915,SUP-006,2024-04-27,2024-05-10,2024-05-10,Delivered,Raw Materials,391,385.33,150664.03,EMEA,30,Blake and Sons,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-04
PO-2023-000916,SUP-022,2023-10-10,2023-11-08,2023-11-08,Delivered,Logistics Services,99,423.06,41882.94,EMEA,30,Burgess-Patterson,Tier 3,APAC,29,29.0,0.0,False,True,0.0,2023-10
PO-2024-000917,SUP-015,2024-04-19,2024-04-29,2024-04-29,Delivered,Packaging,77,451.44,34760.88,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,10,10.0,0.0,False,True,0.0,2024-04
PO-2024-000918,SUP-022,2024-05-06,2024-05-28,2024-06-07,Delivered,Packaging,11,250.98,2760.78,EMEA,30,Burgess-Patterson,Tier 3,APAC,22,32.0,10.0,True,False,55.22,2024-05
PO-2023-000919,SUP-007,2023-03-04,2023-03-19,2023-03-19,Delivered,Packaging,25,348.65,8716.25,EMEA,45,Ramirez-Lewis,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-03
PO-2024-000920,SUP-010,2024-11-15,2024-11-25,2024-11-25,Delivered,Packaging,165,266.47,43967.55,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,10,10.0,0.0,False,True,0.0,2024-11
PO-2023-000921,SUP-010,2023-05-22,2023-06-05,2023-06-05,Delivered,Logistics Services,398,214.24,85267.52,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-05
PO-2023-000922,SUP-018,2023-04-12,2023-04-15,2023-04-15,Delivered,Raw Materials,216,258.29,55790.64,EMEA,45,Underwood LLC,Tier 3,North America,3,3.0,0.0,False,True,0.0,2023-04
PO-2024-000923,SUP-011,2024-10-16,2024-11-01,2024-11-01,Delivered,Raw Materials,142,482.01,68445.42,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2024-10
PO-2024-000924,SUP-015,2024-04-06,2024-04-27,2024-05-07,Delivered,Raw Materials,350,251.16,87906.0,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,21,31.0,10.0,True,False,1758.12,2024-04
PO-2023-000925,SUP-008,2023-09-16,2023-09-29,2023-09-29,Delivered,Raw Materials,202,294.15,59418.3,North America,60,Davis Inc,Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2023-09
PO-2023-000926,SUP-003,2023-06-17,2023-06-24,2023-06-24,Delivered,Logistics Services,293,322.94,94621.42,North America,30,Johnson-Davis,Tier 1,North America,7,7.0,0.0,False,True,0.0,2023-06
PO-2024-000927,SUP-010,2024-04-09,2024-04-12,2024-04-12,Delivered,Packaging,236,390.77,92221.72,North America,45,"Martinez, Nielsen and Miller",Tier 2,APAC,3,3.0,0.0,False,True,0.0,2024-04
PO-2024-000928,SUP-012,2024-06-16,2024-07-02,2024-07-02,Delivered,Raw Materials,32,221.71,7094.72,North America,30,Stanley LLC,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2024-06
PO-2023-000929,SUP-020,2023-10-07,2023-11-21,2023-11-27,Delivered,MRO,140,302.01,42281.4,EMEA,60,Lewis-Porter,Tier 3,North America,45,51.0,6.0,True,False,507.38,2023-10
PO-2023-000930,SUP-015,2023-08-23,2023-09-13,2023-09-13,Delivered,Raw Materials,280,222.98,62434.4,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,21,21.0,0.0,False,True,0.0,2023-08
PO-2023-000931,SUP-022,2023-12-22,2024-01-17,2024-01-17,Delivered,Logistics Services,118,293.48,34630.64,North America,30,Burgess-Patterson,Tier 3,APAC,26,26.0,0.0,False,True,0.0,2023-12
PO-2024-000932,SUP-011,2024-02-03,2024-02-12,2024-02-12,Delivered,Packaging,407,425.12,173023.84,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2024-02
PO-2023-000933,SUP-003,2023-01-20,2023-01-23,2023-01-23,Delivered,MRO,370,131.08,48499.6,North America,30,Johnson-Davis,Tier 1,North America,3,3.0,0.0,False,True,0.0,2023-01
PO-2024-000934,SUP-024,2024-08-09,2024-08-29,2024-08-29,Delivered,Logistics Services,366,30.85,11291.1,APAC,30,Campos Inc,Tier 3,EMEA,20,20.0,0.0,False,True,0.0,2024-08
PO-2023-000935,SUP-009,2023-08-04,2023-08-13,2023-08-13,Delivered,Raw Materials,345,104.77,36145.65,North America,45,Munoz-Roman,Tier 2,APAC,9,9.0,0.0,False,True,0.0,2023-08
PO-2023-000936,SUP-021,2023-12-20,2023-12-30,2023-12-30,Delivered,Logistics Services,232,424.07,98384.24,APAC,45,"Ellis, Baker and Wright",Tier 3,APAC,10,10.0,0.0,False,True,0.0,2023-12
PO-2024-000937,SUP-022,2024-05-14,2024-06-03,2024-06-03,Delivered,Logistics Services,431,368.99,159034.69,North America,30,Burgess-Patterson,Tier 3,APAC,20,20.0,0.0,False,True,0.0,2024-05
PO-2023-000938,SUP-022,2023-03-07,2023-04-06,2023-04-06,Delivered,Packaging,142,244.28,34687.76,APAC,30,Burgess-Patterson,Tier 3,APAC,30,30.0,0.0,False,True,0.0,2023-03
PO-2023-000939,SUP-007,2023-08-26,2023-09-12,,Cancelled,Packaging,397,296.45,117690.65,North America,45,Ramirez-Lewis,Tier 2,APAC,17,,,False,False,0.0,2023-08
PO-2024-000940,SUP-018,2024-01-23,2024-01-30,2024-01-30,Delivered,Raw Materials,188,230.57,43347.16,APAC,45,Underwood LLC,Tier 3,North America,7,7.0,0.0,False,True,0.0,2024-01
PO-2023-000941,SUP-005,2023-08-11,2023-08-17,2023-08-17,Delivered,Logistics Services,461,77.56,35755.16,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2023-08
PO-2024-000942,SUP-021,2024-11-08,2024-11-22,2024-11-22,Delivered,Logistics Services,173,172.09,29771.57,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,14,14.0,0.0,False,True,0.0,2024-11
PO-2023-000943,SUP-014,2023-08-06,2023-08-19,2023-08-24,Delivered,Electronics,233,58.0,13514.0,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,13,18.0,5.0,True,False,135.14,2023-08
PO-2023-000944,SUP-009,2023-07-20,2023-07-30,2023-07-30,Delivered,Logistics Services,344,292.71,100692.24,APAC,45,Munoz-Roman,Tier 2,APAC,10,10.0,0.0,False,True,0.0,2023-07
PO-2024-000945,SUP-007,2024-07-08,2024-07-26,2024-07-26,Delivered,Packaging,32,308.37,9867.84,APAC,45,Ramirez-Lewis,Tier 2,APAC,18,18.0,0.0,False,True,0.0,2024-07
PO-2023-000946,SUP-017,2023-12-16,2024-01-15,2024-01-28,Delivered,Logistics Services,100,296.44,29644.0,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,30,43.0,13.0,True,False,770.74,2023-12
PO-2024-000947,SUP-011,2024-11-30,2024-12-04,2024-12-08,Delivered,Logistics Services,27,389.73,10522.71,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,4,8.0,4.0,True,False,84.18,2024-11
PO-2023-000948,SUP-008,2023-11-15,2023-11-23,2023-11-24,Delivered,Raw Materials,331,152.53,50487.43,EMEA,60,Davis Inc,Tier 2,EMEA,8,9.0,1.0,True,False,100.97,2023-11
PO-2023-000949,SUP-014,2023-02-25,2023-03-09,2023-03-17,Delivered,Electronics,455,329.66,149995.3,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,20.0,8.0,True,False,2399.92,2023-02
PO-2024-000950,SUP-017,2024-11-01,2024-11-10,2024-11-10,Delivered,Logistics Services,400,333.03,133212.0,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,9,9.0,0.0,False,True,0.0,2024-11
PO-2024-000951,SUP-012,2024-03-09,2024-03-28,2024-03-28,Delivered,MRO,472,74.79,35300.88,APAC,30,Stanley LLC,Tier 2,EMEA,19,19.0,0.0,False,True,0.0,2024-03
